manifest_index,project_id,project,tool,repetition,execution_status,terminal,returncode,attempt,started_at,ended_at,error_class,error_excerpt,source_run_dir,reservation_depth,canonical_state_present
22,crust__clog,clog,crust,2,failed,True,1,1,2026-08-05T22:47:26.593500Z,2026-08-05T23:41:11.207861Z,,"[codeweaver] project=crust__clog app_id=full-crust__clog-rep2 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard4/full/crust__clog/rep2/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard4/full/crust__clog/rep2,1,True
23,crust__coroutine,coroutine,crust,0,completed,True,0,1,2026-08-05T22:51:52.501168Z,2026-08-06T01:07:26.246660Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard4/full/crust__coroutine/rep0,1,True
23,crust__coroutine,coroutine,crust,1,completed,True,0,1,2026-08-05T22:57:53.479556Z,2026-08-06T01:05:53.018185Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard4/full/crust__coroutine/rep1,1,True
23,crust__coroutine,coroutine,crust,2,completed,True,0,1,2026-08-05T23:04:49.208867Z,2026-08-06T01:06:58.908396Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard4/full/crust__coroutine/rep2,1,True
24,crust__cset,cset,crust,0,completed,True,0,1,2026-08-05T23:32:38.007717Z,2026-08-06T01:43:44.293317Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard4/full/crust__cset/rep0,1,True
24,crust__cset,cset,crust,1,completed,True,0,1,2026-08-05T23:41:11.241664Z,2026-08-06T01:38:46.405221Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard4/full/crust__cset/rep1,1,True
24,crust__cset,cset,crust,2,completed,True,0,1,2026-08-06T01:05:53.026647Z,2026-08-06T02:46:19.393804Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard4/full/crust__cset/rep2,1,True
25,crust__csyncmers,csyncmers,crust,0,completed,True,0,1,2026-08-06T01:06:58.919878Z,2026-08-06T01:43:26.247266Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard4/full/crust__csyncmers/rep0,1,True
25,crust__csyncmers,csyncmers,crust,1,completed,True,0,1,2026-08-06T01:07:26.249329Z,2026-08-06T01:49:05.228898Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard4/full/crust__csyncmers/rep1,1,True
25,crust__csyncmers,csyncmers,crust,2,completed,True,0,1,2026-08-06T01:38:46.414164Z,2026-08-06T02:18:31.647629Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard4/full/crust__csyncmers/rep2,1,True
26,crust__dict,dict,crust,0,completed,True,0,2,2026-08-06T03:38:31.463961Z,2026-08-06T04:00:20.515738Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard4/full/crust__dict/rep0,1,True
26,crust__dict,dict,crust,1,completed,True,0,1,2026-08-06T01:43:44.298831Z,2026-08-06T03:03:44.976786Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard4/full/crust__dict/rep1,1,True
26,crust__dict,dict,crust,2,completed,True,0,1,2026-08-06T01:49:05.239164Z,2026-08-06T03:20:19.549341Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard4/full/crust__dict/rep2,1,True
27,crust__emlang,emlang,crust,0,failed,True,1,1,2026-08-06T02:07:28.433664Z,2026-08-06T02:52:48.604433Z,,"[codeweaver] project=crust__emlang app_id=full-crust__emlang-rep0 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard4/full/crust__emlang/rep0/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard4/full/crust__emlang/rep0,1,True
27,crust__emlang,emlang,crust,1,failed,True,1,1,2026-08-06T02:18:31.651934Z,2026-08-06T03:07:14.751190Z,,"[codeweaver] project=crust__emlang app_id=full-crust__emlang-rep1 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard4/full/crust__emlang/rep1/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard4/full/crust__emlang/rep1,1,True
27,crust__emlang,emlang,crust,2,failed,True,1,2,2026-08-06T03:38:31.465887Z,2026-08-06T03:47:20.405444Z,,"[codeweaver] project=crust__emlang app_id=full-crust__emlang-rep2 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard4/full/crust__emlang/rep2/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=3 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard4/full/crust__emlang/rep2,1,True
28,crust__expr,expr,crust,0,completed,True,0,2,2026-08-06T03:47:20.409196Z,2026-08-06T04:50:07.147059Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard4/full/crust__expr/rep0,1,True
28,crust__expr,expr,crust,1,failed,True,1,3,2026-08-06T05:43:02.188176Z,2026-08-06T06:00:59.011288Z,,"[codeweaver] project=crust__expr app_id=full-crust__expr-rep1 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard4/full/crust__expr/rep1/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=10 history_len=12 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=11 M0 iter=1 passed=False M0 iter=2 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=True M10 iter=1 passed=True M11 iter=1 passed=True",/opt/codeweaver-gpt-sol-comparison/runs-shard4/full/crust__expr/rep1,1,True
28,crust__expr,expr,crust,2,completed,True,0,3,2026-08-06T06:00:59.014483Z,2026-08-06T07:10:32.487044Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard4/full/crust__expr/rep2,1,True
29,crust__fasthamming,fasthamming,crust,0,completed,True,0,2,2026-08-06T07:10:32.527570Z,2026-08-06T08:03:05.015209Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard4/full/crust__fasthamming/rep0,1,True
29,crust__fasthamming,fasthamming,crust,1,completed,True,0,1,2026-08-06T08:03:05.052180Z,2026-08-06T08:46:05.463008Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard4/full/crust__fasthamming/rep1,1,True
29,crust__fasthamming,fasthamming,crust,2,completed,True,0,1,2026-08-06T08:46:05.465942Z,2026-08-06T09:36:01.401102Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard4/full/crust__fasthamming/rep2,1,True
30,crust__fft,fft,crust,0,completed,True,0,1,2026-08-05T18:26:34.839444Z,2026-08-05T19:21:56.906849Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__fft/rep0,1,True
30,crust__fft,fft,crust,1,completed,True,0,1,2026-08-05T18:26:34.840690Z,2026-08-05T19:12:31.703359Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__fft/rep1,1,True
30,crust__fft,fft,crust,2,completed,True,0,1,2026-08-05T18:26:34.842340Z,2026-08-05T19:13:47.478043Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__fft/rep2,1,True
31,crust__file2str,file2str,crust,0,completed,True,0,1,2026-08-05T18:26:34.846374Z,2026-08-05T19:28:05.560290Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__file2str/rep0,1,True
31,crust__file2str,file2str,crust,1,completed,True,0,1,2026-08-05T18:26:34.858571Z,2026-08-05T18:58:43.230640Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__file2str/rep1,1,True
31,crust__file2str,file2str,crust,2,completed,True,0,1,2026-08-05T18:26:34.862982Z,2026-08-05T19:33:49.654665Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__file2str/rep2,1,True
32,crust__fleur,fleur,crust,0,completed,True,0,1,2026-08-05T18:58:43.252181Z,2026-08-05T20:10:54.139684Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__fleur/rep0,1,True
32,crust__fleur,fleur,crust,1,completed,True,0,1,2026-08-05T19:12:31.733079Z,2026-08-05T20:58:33.122516Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__fleur/rep1,1,True
32,crust__fleur,fleur,crust,2,completed,True,0,1,2026-08-05T19:13:47.527374Z,2026-08-05T20:39:46.203117Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__fleur/rep2,1,True
33,crust__fs_c,fs_c,crust,0,completed,True,0,1,2026-08-05T19:21:56.913386Z,2026-08-05T20:56:02.210847Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__fs_c/rep0,1,True
33,crust__fs_c,fs_c,crust,1,failed,True,1,1,2026-08-05T19:28:05.573602Z,2026-08-05T20:16:18.556370Z,,"[codeweaver] project=crust__fs_c app_id=full-crust__fs_c-rep1 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__fs_c/rep1/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__fs_c/rep1,1,True
33,crust__fs_c,fs_c,crust,2,completed,True,0,1,2026-08-05T19:33:49.666129Z,2026-08-05T21:39:40.442140Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__fs_c/rep2,1,True
34,crust__fslib,fslib,crust,0,failed,True,1,1,2026-08-05T20:10:54.143485Z,2026-08-05T21:12:30.095142Z,,"[codeweaver] project=crust__fslib app_id=full-crust__fslib-rep0 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__fslib/rep0/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__fslib/rep0,1,True
34,crust__fslib,fslib,crust,1,failed,True,1,1,2026-08-05T20:16:18.559594Z,2026-08-05T21:15:35.543719Z,,"[codeweaver] project=crust__fslib app_id=full-crust__fslib-rep1 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__fslib/rep1/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__fslib/rep1,1,True
34,crust__fslib,fslib,crust,2,failed,True,1,1,2026-08-05T20:39:46.207261Z,2026-08-05T21:30:32.982852Z,,"[codeweaver] project=crust__fslib app_id=full-crust__fslib-rep2 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__fslib/rep2/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__fslib/rep2,1,True
35,crust__genetic-neural-network-for-simple-control,genetic-neural-network-for-simple-control,crust,0,failed,True,1,1,2026-08-05T20:56:02.215586Z,2026-08-05T21:49:19.203154Z,,"[codeweaver] project=crust__genetic-neural-network-for-simple-control app_id=full-crust__genetic-neural-network-for-simple-control-rep0 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__genetic-neural-network-for-simple-control/rep0/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__genetic-neural-network-for-simple-control/rep0,1,True
35,crust__genetic-neural-network-for-simple-control,genetic-neural-network-for-simple-control,crust,1,completed,True,0,2,2026-08-06T03:38:31.456208Z,2026-08-06T05:20:13.620478Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__genetic-neural-network-for-simple-control/rep1,1,True
35,crust__genetic-neural-network-for-simple-control,genetic-neural-network-for-simple-control,crust,2,failed,True,1,1,2026-08-05T21:12:30.103321Z,2026-08-05T22:18:58.232436Z,,"[codeweaver] project=crust__genetic-neural-network-for-simple-control app_id=full-crust__genetic-neural-network-for-simple-control-rep2 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__genetic-neural-network-for-simple-control/rep2/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__genetic-neural-network-for-simple-control/rep2,1,True
36,crust__geofence,geofence,crust,0,completed,True,0,1,2026-08-05T21:15:35.549627Z,2026-08-05T21:45:37.475930Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__geofence/rep0,1,True
36,crust__geofence,geofence,crust,1,completed,True,0,1,2026-08-05T21:30:32.987417Z,2026-08-05T22:00:34.063626Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__geofence/rep1,1,True
36,crust__geofence,geofence,crust,2,completed,True,0,1,2026-08-05T21:39:40.447976Z,2026-08-05T22:07:11.904437Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__geofence/rep2,1,True
37,crust__gfc,gfc,crust,0,completed,True,0,1,2026-08-05T21:45:37.481820Z,2026-08-05T22:24:29.253063Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__gfc/rep0,1,True
37,crust__gfc,gfc,crust,1,completed,True,0,1,2026-08-05T21:49:19.220057Z,2026-08-05T22:55:02.846603Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__gfc/rep1,1,True
37,crust__gfc,gfc,crust,2,completed,True,0,1,2026-08-05T22:00:34.078531Z,2026-08-05T22:49:50.937698Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__gfc/rep2,1,True
38,crust__gorilla-paper-encode,gorilla-paper-encode,crust,0,completed,True,0,1,2026-08-05T22:07:11.917094Z,2026-08-06T00:40:36.057603Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__gorilla-paper-encode/rep0,1,True
38,crust__gorilla-paper-encode,gorilla-paper-encode,crust,1,failed,True,1,1,2026-08-05T22:18:58.241828Z,2026-08-06T01:45:05.695792Z,,"e app_id=full-crust__gorilla-paper-encode-rep1 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__gorilla-paper-encode/rep1/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=11 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=True M10 iter=1 passed=True M11 iter=1 passed=True",/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__gorilla-paper-encode/rep1,1,True
38,crust__gorilla-paper-encode,gorilla-paper-encode,crust,2,completed,True,0,1,2026-08-05T22:24:29.275024Z,2026-08-06T00:40:02.276137Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__gorilla-paper-encode/rep2,1,True
39,crust__graph-recogniser,graph-recogniser,crust,0,completed,True,0,1,2026-08-05T22:49:50.947309Z,2026-08-06T00:42:44.591036Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__graph-recogniser/rep0,1,True
39,crust__graph-recogniser,graph-recogniser,crust,1,completed,True,0,1,2026-08-05T22:55:02.863591Z,2026-08-06T00:54:29.032692Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__graph-recogniser/rep1,1,True
39,crust__graph-recogniser,graph-recogniser,crust,2,completed,True,0,1,2026-08-06T00:40:02.297833Z,2026-08-06T02:32:05.139766Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__graph-recogniser/rep2,1,True
40,crust__hamta,hamta,crust,0,failed,True,1,2,2026-08-06T03:38:31.459370Z,2026-08-06T04:08:03.041885Z,,"[codeweaver] project=crust__hamta app_id=full-crust__hamta-rep0 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__hamta/rep0/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=8 history_len=10 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=10 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=True M10 iter=1 passed=True",/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__hamta/rep0,1,True
40,crust__hamta,hamta,crust,1,completed,True,0,1,2026-08-06T00:42:44.604815Z,2026-08-06T01:55:01.501933Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__hamta/rep1,1,True
40,crust__hamta,hamta,crust,2,completed,True,0,2,2026-08-06T04:08:03.051699Z,2026-08-06T04:30:10.659471Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__hamta/rep2,1,True
41,crust__holdem-odds,holdem-odds,crust,0,failed,True,1,1,2026-08-06T01:45:05.701447Z,2026-08-06T02:21:47.115532Z,,"[codeweaver] project=crust__holdem-odds app_id=full-crust__holdem-odds-rep0 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__holdem-odds/rep0/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__holdem-odds/rep0,1,True
41,crust__holdem-odds,holdem-odds,crust,1,failed,True,1,2,2026-08-06T04:30:10.662951Z,2026-08-06T05:08:04.980793Z,,"False db=/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__holdem-odds/rep1/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=6 history_len=11 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=7 M0 iter=1 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=False M3 iter=2 passed=False M3 iter=3 passed=False M3 iter=4 passed=False M3 iter=5 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=False M7 iter=2 passed=False M7 iter=3 passed=False M7 iter=4 passed=False M7 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__holdem-odds/rep1,1,True
41,crust__holdem-odds,holdem-odds,crust,2,failed,True,1,1,2026-08-06T02:21:47.120487Z,2026-08-06T03:00:59.542865Z,,"[codeweaver] project=crust__holdem-odds app_id=full-crust__holdem-odds-rep2 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__holdem-odds/rep2/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__holdem-odds/rep2,1,True
42,crust__hydra,hydra,crust,0,completed,True,0,3,2026-08-06T05:43:02.188780Z,2026-08-06T05:55:06.551374Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__hydra/rep0,1,True
42,crust__hydra,hydra,crust,1,completed,True,0,3,2026-08-06T05:55:06.554594Z,2026-08-06T06:39:39.925339Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__hydra/rep1,1,True
42,crust__hydra,hydra,crust,2,completed,True,0,1,2026-08-06T06:39:40.013050Z,2026-08-06T07:56:29.179619Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__hydra/rep2,1,True
43,crust__impcheck,impcheck,crust,0,completed,True,0,1,2026-08-06T07:56:29.184533Z,2026-08-06T11:53:00.162934Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__impcheck/rep0,1,True
43,crust__impcheck,impcheck,crust,1,failed,True,1,1,2026-08-06T11:53:00.193535Z,2026-08-06T16:21:45.789663Z,,"/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=17 M0 iter=1 passed=False M0 iter=2 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=True M10 iter=1 passed=True M11 iter=1 passed=True M12 iter=1 passed=True M13 iter=1 passed=True M14 iter=1 passed=True M15 iter=1 passed=True M16 iter=1 passed=True M17 iter=1 passed=True",/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__impcheck/rep1,1,True
43,crust__impcheck,impcheck,crust,2,completed,True,0,1,2026-08-06T16:21:45.793584Z,2026-08-06T19:20:21.062137Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__impcheck/rep2,1,True
44,crust__inversion_list,inversion_list,crust,0,failed,True,1,1,2026-08-06T19:20:21.066650Z,2026-08-06T19:55:00.703034Z,,"[codeweaver] project=crust__inversion_list app_id=full-crust__inversion_list-rep0 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__inversion_list/rep0/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__inversion_list/rep0,1,True
44,crust__inversion_list,inversion_list,crust,1,failed,True,1,1,2026-08-06T19:55:00.710729Z,2026-08-06T20:31:42.294924Z,,"[codeweaver] project=crust__inversion_list app_id=full-crust__inversion_list-rep1 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__inversion_list/rep1/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__inversion_list/rep1,1,True
44,crust__inversion_list,inversion_list,crust,2,failed,True,1,1,2026-08-06T20:31:42.297271Z,2026-08-06T21:03:21.960428Z,,"[codeweaver] project=crust__inversion_list app_id=full-crust__inversion_list-rep2 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__inversion_list/rep2/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard3/full/crust__inversion_list/rep2,1,True
45,crust__jccc,jccc,crust,0,completed,True,0,1,2026-08-05T18:38:51.531616Z,2026-08-05T20:43:02.963852Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__jccc/rep0,2,True
45,crust__jccc,jccc,crust,1,completed,True,0,1,2026-08-05T18:38:51.532733Z,2026-08-05T20:41:33.388409Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__jccc/rep1,2,True
45,crust__jccc,jccc,crust,2,completed,True,0,1,2026-08-05T18:38:51.532235Z,2026-08-05T20:36:46.569783Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__jccc/rep2,2,True
46,crust__kairocompiler,kairocompiler,crust,0,completed,True,0,1,2026-08-05T18:38:51.535226Z,2026-08-05T20:48:43.554341Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__kairocompiler/rep0,2,True
46,crust__kairocompiler,kairocompiler,crust,1,completed,True,0,1,2026-08-05T18:38:51.534566Z,2026-08-05T20:26:02.381438Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__kairocompiler/rep1,2,True
46,crust__kairocompiler,kairocompiler,crust,2,completed,True,0,1,2026-08-05T18:38:51.536284Z,2026-08-05T20:47:51.601566Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__kairocompiler/rep2,2,True
